FMID,MarketName,Website,Facebook,Facebook_Link,Twitter,Twitter_Link,Youtube,Youtube_Link,OtherMedia,OtherMedia_Link,street,street_valid,city,city_valid,County,County_valid,State,zip,zip_valid,full_address,Season1Date,Season1StartDate,Season1EndDate,Season1Time,Season2Date,Season2StartDate,Season2EndDate,Season2Time,Season3Date,Season3StartDate,Season3EndDate,Season3Time,Season4Date,Season4StartDate,Season4EndDate,Season4Time,longitude,latitude,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Organic_valid,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1006826,Ukiah Saturday CFM,http://www.mcfarm.org,https://www.facebook.com/UkiahFarmersMarket,https://www.facebook.com/UkiahFarmersMarket,,,,,,,Corner W. Clay St and S. School St,,Ukiah,Ukiah,Mendocino,Mendocino,California,95482,95482,,01/11/2014 to 12/20/2014,2014-01-11T00:00:00Z,2014-12-20T00:00:00Z,Sat: 9:00 AM-12:00 PM;,11/01/2012 to ,,,,,,,,,,,,-123.2081,39.1479,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,2014-04-01T12:37:43Z
1003551,UM Green Market,http://www.themarketcompany.org,,,,,,,,,,,Miami Beach,Miami Beach,Miami-Dade,,Florida,33139,33139,,,,,,,,,,,,,,,,,,-80.1361,25.7955,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T01:00:00Z
1006114,Umatilla Farmers Market,http://www.umatillafarmersmarket.com,,,,,,,,,306 6th Street,,Umatilla,Umatilla,Umatilla,Umatilla,Oregon,97882,97882,,June to October,,,Thu:4:00 pm - 7:30 pm;,,,,,,,,,,,,,-119.348,45.9165,Local government building grounds,N,Y,Y,N,N,-,,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2011-04-18T23:57:09Z
1004732,Umpqua Valley Farmers Market,http://www.uvfarmersmarket.com,https://www.facebook.com/umpquavalleyfarmersmarket,https://www.facebook.com/umpquavalleyfarmersmarket,,,,,,,2082 Diamond Lake Blvd.,2082 Diamond Lake,Roseburg,Roseburg,Douglas,Douglas,Oregon,97470,97470,"2082 Diamond Lake, Roseburg, Oregon 97470",04/06/2013 to 10/26/2013,2013-04-06T00:00:00Z,2013-10-26T00:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,,,,,,,-123.33255,43.213696999999996,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2013-06-12T16:50:44Z
1001252,Unadilla Farmers Market,,,,,,,,,,187 Main Street,187 Main Street,Unadilla,Unadilla,Otsego,Otsego,New York,13849,13849,"187 Main Street, Unadilla, New York 13849",09/21/2013 to 09/21/2013,2013-09-21T00:00:00Z,2013-09-21T00:00:00Z,Sat: 8:00 AM-5:00 PM;,,,,,,,,,,,,,-75.315598,42.325371000000004,Local government building grounds,N,Y,N,N,N,-,,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,2013-06-18T11:35:16Z
1007522,Under the Banyan's Farmers Market,,,,,,,,,,,,Hawi,Hawi,Hawaii,Hawaii,Hawaii,96719,96719,,,,,,,,,,,,,,,,,,-155.83100000000002,20.2371,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1006601,Union City Farmers' Market,http://www.pcfma.com/unioncity,,,,,,,,,3864 Smith Street,3864 Smith Street,Union City,Union City,Alameda,Alameda,California,94587,94587,"3864 Smith Street, Union City, California 94587",January to December,,,Sat:9:00 AM - 1:00 PM;,,,,,,,,,,,,,-122.0782062,37.5964855,Local government building grounds,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/14/2012 12:59:45 PM
1002213,Union County Farmers Market,,https://www.facebook.com/YellvilleFarmersMarket,https://www.facebook.com/YellvilleFarmersMarket,,,,,,,County Road 231and State Road 100 behind Jacksons Building Supply,,Lake Butler,Lake Butler,Union,Union,Florida,32054,32054,,April to July,,,Sat:8:00 AM - 12:00 PM;,,,,,,,,,,,,,-82.3395574,30.0227391,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,Y,N,Y,N,-,,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2012-05-11T07:58:44Z
1005808,Union County Farmers Market,,,,,,,,,,Corner of 5th & Main St.,,Marysville,Marysville,Union,Union,Ohio,43040,43040,,,,,,,,,,,,,,,,,,-83.3669,40.2365,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1011292,Union County Farmers Market,http://www.co.union.nc.us/LivingHere/FarmersMarket.aspx,https://www.facebook.com/pages/Union-County-Farmers-Market-Monroe-NC/104261606377297,https://www.facebook.com/pages/Union-County-Farmers-Market-Monroe-NC/104261606377297,https://twitter.com/UCNCLocalFoods,https://twitter.com/UCNCLocalFoods,,,,,805 Skyway Drive,805 Skyway Drive,Monroe ,Monroe,Union,Union,North Carolina,28110,28110,"805 Skyway Drive, Monroe, North Carolina 28110",04/01/2015 to 12/26/2015,2015-04-01T00:00:00Z,2015-12-26T00:00:00Z,Tue: 10:00 AM-4:00 PM;Thu: 10:00 AM-4:00 PM;Sat: 8:00 AM-2:00 PM;,,,,,,,,,,,,,-80.54987249999999,34.98847620000001,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,2015-07-03T09:05:44Z
1001540,Union County Farmers Market,http://www.ucfarmersmarket.com,,,,,,,,,148 Old Smokey Rd.,148 Old Smokey,Blairsville,Blairsville,Union,Union,Georgia,30512,30512,"148 Old Smokey, Blairsville, Georgia 30512",June to October,,,Tue:3:00 PM - 7:00 PM;Fri:8:00 AM - 1:00 PM;Sat:7:00 AM - 1:00 PM;,,,,,,,,,,,,,-83.952563,34.881671000000004,Closed-off public street,N,N,N,N,N,-,,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,2012-06-05T13:44:09Z
1011783,Union County Farmers Market - Richwood Location,,www.facebook.com/richwoodfarmersmarket,www.facebook.com/richwoodfarmersmarket,,,,,,,4 E Ottawa Street,4 E Ottawa,"Richwood, OH",,Union,Union,Ohio,43344,43344,,05/23/2016 to 10/10/2016,2016-05-23T00:00:00Z,2016-10-10T00:00:00Z,Mon: 3:00 PM-7:00 PM;,,,,,,,,,,,,,-83.296015,40.426013,,Y,N,N,Y,N,-,,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-02-11T17:04:50Z
1010032,Union County Farmers' Market,,https://www.facebook.com/UnionCountyFarmersMarket,https://www.facebook.com/UnionCountyFarmersMarket,,,,,,,1009 Main Street,1009 Main Street,Maynardville ,Maynardville,Union,Union,Tennessee,37807,37807,"1009 Main Street, Maynardville, Tennessee 37807",05/02/2014 to 10/31/2014,2014-05-02T00:00:00Z,2014-10-31T00:00:00Z,Fri: 4:00 PM-7:00 PM;,,,,,,,,,,,,,-83.798171,36.250391,Private business parking lot,Y,N,N,N,N,-,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,2014-04-24T10:24:29Z
1006110,Union Farmers Market,,,,,,,,,,North Mountain Street,,Union,Union,Union,Union,South Carolina,29379,29379,,,,,,,,,,,,,,,,,,-81.6216,34.7172,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1010158,Union Farmers Market,http://www.unionfarmersmarket.org/,,,,,,,,,On the Common,,Union,Union,Knox,Knox,Maine,,,,05/24/2014 to 10/11/2014,2014-05-24T00:00:00Z,2014-10-11T00:00:00Z,Fri: 3:00 pm-6:00 pm;,,,,,,,,,,,,,-69.274725,44.211543,Other,N,N,N,N,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-17T13:24:33Z
1002733,Union Farmers Market,,,,,,,,,,City Park at 406 Center Street,,Union,Union,Hardin,Hardin,Iowa,50258,50258,,,,,,,,,,,,,,,,,,-93.0636,42.2452,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1002123,Union Parish Farmers' Market,,,,,,,,,,407 S. Main St.,407 S. Main,Farmerville,Farmerville,Union,Union,Louisiana,71241,71241,"407 S. Main, Farmerville, Louisiana 71241",,,,,,,,,,,,,,,,,-92.4076,32.769,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1009787,Union Square Farmers Market,https://unionsquaremain.org/food/farmers-market/,https://www.facebook.com/unionsquaremarkets,https://www.facebook.com/unionsquaremarkets,https://twitter.com/unionsquareFM,https://twitter.com/unionsquareFM,,,,,Union Square Plaza,,Somerville,Somerville,Middlesex,Middlesex,Massachusetts,02143,02143,,05/17/2014 to 11/22/2014,2014-05-17T00:00:00Z,2014-11-22T00:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,,,,,,,-71.09469,42.379482,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,2014-04-04T17:13:20Z
1000081,Union Square Greenmarket,http://www.grownyc.org,https://www.facebook.com/UnionSquareGreenmarket,https://www.facebook.com/UnionSquareGreenmarket,,,,,,,E 17 St. & Broadway,,New York,New York,New York,New York,New York,10003,10003,,01/01/2013 to 12/31/2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,Mon: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 8:00 AM-6:00 PM;,,,,,,,,,,,,,-73.990409,40.737096,Other,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,2013-07-24T11:24:58Z
1018634,Union Street Farmers Market,http://unionstreetfarmersmkt.com,,,,,,,,,111 E. University Ave.,111 E. University,Gainesville ,Gainesville,Alachua,Alachua,Florida,,,,01/01/2017 to 12/31/2017,2017-01-01T00:00:00Z,2017-12-31T00:00:00Z,Wed: 4:00 PM-7:00 PM;,,,,,,,,,,,,,-82.32346690000001,29.651503,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,2017-07-10T09:09:42Z
1012042,Union Township,http://uniontwpfarmersmarket.com/,https://www.facebook.com/uniontwpfarmersmarket,https://www.facebook.com/uniontwpfarmersmarket,,,,,,,1976 Morris Ave,1976 Morris Ave,Union Township,Union Township,Union,Union,New Jersey,07083,07083,"1976 Morris Ave, Union Township, New Jersey 07083",06/02/2016 to 09/01/2016,2016-06-02T00:00:00Z,2016-09-01T00:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,,,,,,,-74.310292,40.6600417,,Y,N,N,N,N,-,,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,2016-06-27T15:24:32Z
1003756,Uniontown Farmers Market,,,,,,,,,,Next to City Hall,,Uniontown,Uniontown,Perry,Perry,Alabama,36786,36786,,,,,,,,,,,,,,,,,,-87.5299,32.4235,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1000468,Unitarian Universal Fellowship Farmers Market,http://www.uu.columbiafc.uua.org,,,,,,,,,2701 Heyward Street,2701 Heyward Street,Columbia,Columbia,Richland,Richland,South Carolina,29205,29205,"2701 Heyward Street, Columbia, South Carolina 29205",,,,,,,,,,,,,,,,,-81.0062,33.9908,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1009515,United Communities Farmers Market ,http://www.localharvest.org/united-communities-farmers-market-M58985,,,,,,,,,"North Bolling Blvd and West Castle Dr., McGuire Air Force Base",,Wrightstown,Wrightstown,,,New Jersey,,,,,,,,,,,,,,,,,,,,-74.5873,40.05,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T01:00:00Z
1004551,United Farmers Market,,,,,,,,,,Intersection of County Roads 41 & 18,,Forkland,Forkland,Greene,Greene,Alabama,36740,36740,,,,,,,,,,,,,,,,,,-87.8294,32.6128,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1002887,Unity Market Day Farmers Market,http://www.unitymarketday.org,,,,,,,,,Unity Community Center,,Unity,Unity,Waldo,Waldo,Maine,04988,04988,,05/03/2014 to 11/15/2014,2014-05-03T00:00:00Z,2014-11-15T00:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,,,,,,,-69.33577,44.611675,Other,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-03-31T16:53:39Z
1006408,University Avenue Farmers' Market,,,,,,,,,,4000 University Avenue,4000 University Avenue,Waterloo,Waterloo,Black Hawk,Black Hawk,Iowa,50701,50701,"4000 University Avenue, Waterloo, Iowa 50701",May to October,,,Thu:3:30 PM - 6:00 PM;,,,,,,,,,,,,,-92.4038187,42.5053323,Private business parking lot,Y,Y,Y,Y,N,-,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,2012-05-07T16:11:20Z
1003753,University Community Farmers Market,http://www.ourheights.org/farmersmarket,,,,,,,,,Main Street at Englewood Avenue,,Buffalo,Buffalo,Erie,Erie,New York,14214,14214,,05/17/2014 to 10/18/2014,2014-05-17T00:00:00Z,2014-10-18T00:00:00Z,Sun: 8:00 AM-1:00 PM;,,,,,,,,,,,,,-78.82339300000001,42.952740000000006,Educational institution,N,N,N,N,N,-,,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-04-16T13:48:43Z
1004170,University District Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/UniversityDistrictFarmersMarket,https://www.facebook.com/UniversityDistrictFarmersMarket,https://twitter.com/seattlefarmmkts,https://twitter.com/seattlefarmmkts,,,,,University Way NE and NE 50th,,Seattle,Seattle,King,King,Washington,98105,98105,,01/02/2016 to 12/31/2016,2016-01-02T00:00:00Z,2016-12-31T00:00:00Z,Sat: 9:00 AM-2:00 PM;,,,,,,,,,,,,,-122.313033,47.665626,,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,2016-07-12T18:52:32Z
1001808,University Farmers' Market,http://www.umm.edu/green/farmers_market.htm,,,,,,,,,University Plaza Park Along Paca Street,,Baltimore,Baltimore,Baltimore City,Baltimore City,Maryland,21201,21201,,05/19/2015 to 11/24/2015,2015-05-19T00:00:00Z,2015-11-24T00:00:00Z,Tue: 10:00 AM-2:00 PM;,,,,,,,,,,,,,-76.622772,39.288940000000004,,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,2015-03-19T14:03:20Z
1009758,University of Minnesota Farmers Market,http://www.farmersmarket.umn.edu,https://www.facebook.com/umn.farmersmarket,https://www.facebook.com/umn.farmersmarket,https://twitter.com/umnfarmersmrkt,https://twitter.com/umnfarmersmrkt,,,http://instagram.com/umnfarmersmrkt,http://instagram.com/umnfarmersmrkt,200 Church Street SE,200 Church Street,Minneapolis,Minneapolis,Hennepin,Hennepin,Minnesota,55455,55455,"200 Church Street, Minneapolis, Minnesota 55455",07/09/2014 to 10/08/2014,2014-07-09T00:00:00Z,2014-10-08T00:00:00Z,Wed: 11:00 AM-2:00 PM;,,,,,,,,,,,,,-93.2338903,44.975650099999996,Educational institution,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-04-08T14:30:25Z
1009789,University of Minnesota Farmers Market - St. Paul,http://www1.umn.edu/ohr/wellness/nutrition/farmersmarket/index.html,https://www.facebook.com/umn.farmersmarket,https://www.facebook.com/umn.farmersmarket,,,,,,,1354 Eckles Avenue,1354 Eckles Avenue,St. Paul ,,Ramsey,Ramsey,Minnesota,55108,55108,,07/09/2014 to 10/08/2014,2014-07-09T00:00:00Z,2014-10-08T00:00:00Z,Wed: 11:00 AM-2:00 PM;,,,,,,,,,,,,,-93.184859,44.981398999999996,Educational institution,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-04T17:16:01Z
1000233,University Of San Francisco FM,,,,,,,,,,650 Parker Ave.,650 Parker Ave,San Francisco,San Francisco,San Francisco,San Francisco,California,,,,,,,,,,,,,,,,,,,,-122.45200000000001,37.7756,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T01:00:00Z
1008216,University Square Farmers' Market,http://www.farmtocity.org/FarmersMarkets.asp,https://www.facebook.com/FarmToCity,https://www.facebook.com/FarmToCity,https://twitter.com/FarmtoCity,https://twitter.com/FarmtoCity,,,,,36th St. and Walnut St.,,Philadelphia ,Philadelphia,Philadelphia,Philadelphia,Pennsylvania,19104,19104,,03/01/2016 to 11/23/2016,2016-03-01T00:00:00Z,2016-11-23T00:00:00Z,Wed: 10:00 AM-6:00 PM;,,,,,,,,,,,,,-75.19489499999999,39.953275,,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/29/2016 12:29:54 PM
1003148,University Village Colorado Farmers Market,http://www.millerfarms.net,https://www.facebook.com/MillerFarmsCO?ref=ts&v=wall,https://www.facebook.com/MillerFarmsCO?ref=ts&v=wall,,,,,,,4880-5342 North Nevada Avenue,,Colorado Springs,Colorado Springs,El Paso,El Paso,Colorado,80918,80918,,06/07/2014 to 11/01/2014,2014-06-07T00:00:00Z,2014-11-01T00:00:00Z,Sat: 9:00 AM-3:00 PM;,,,,,,,,,,,,,-104.817274,38.906163,Private business parking lot,Y,N,N,N,Y,-,,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-03-14T11:17:35Z
1000591,Upper Arlington Farmers' Market,http://www.uaoh.net/recreation/division.php?fDD=91-670,,,,,,,,,1945 Ridgeview Rd,1945 Ridgeview Rd,Upper Arlington,Upper Arlington,Franklin,Franklin,Ohio,43221,43221,"1945 Ridgeview Rd, Upper Arlington, Ohio 43221",May to October,,,Wed:3:30 pm - 6:30 pm;,,,,,,,,,,,,,-83.0639,40.0157,Local government building grounds,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2011-05-15T16:25:38Z
1006652,Upper East Side Farmers Market at Legion Park,http://www.urbanoasisproject.org,https://www.facebook.com/UpperEastSideFarmersMarket,https://www.facebook.com/UpperEastSideFarmersMarket,https://twitter.com/urbanoasisproj,https://twitter.com/urbanoasisproj,,,,,6601 Biscayne Blvd,6601 Biscayne Blvd,Miami,Miami,Miami-Dade,,Florida,33138,33138,"6601 Biscayne Blvd, Miami, Florida 33138",01/01/2015 to 12/31/2015,2015-01-01T00:00:00Z,2015-12-31T00:00:00Z,Sat: 9:00 AM-2:00 PM;,,,,,,,,,,,,,-80.18405899999999,25.83618,,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,2016-06-28T14:33:07Z
1011429,Upper Haight Certified Farmers' Market,http://pcfma.org,facebook.com/UpperHaightFarmersMarket,facebook.com/UpperHaightFarmersMarket,twitter.com/PacCoastFarmers,twitter.com/PacCoastFarmers,,,instagram.com/pcfma,instagram.com/pcfma,Stanyan St. and Waller St.,,San Francisco ,San Francisco,San Francisco,San Francisco,California,94117,94117,,04/15/2015 to 10/28/2015,2015-04-15T00:00:00Z,2015-10-28T00:00:00Z,Wed: 3:00 PM-7:00 PM;,,,,,,,,,,,,,-122.45332859999998,37.7682478,,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/20/2015 12:39:19 PM
1002958,Upper Merion Farmers Market,http://www.uppermerionfarmersmarket.org/,https://www.facebook.com/umfarmersmarket,https://www.facebook.com/umfarmersmarket,https://twitter.com/umfarmersmarket,https://twitter.com/umfarmersmarket,www.youtube.com/umfarmersmarket,www.youtube.com/umfarmersmarket,,,175 W. Valley Forge Road,175 W. Valley,King of Prussia,King of Prussia,Montgomery,Montgomery,Pennsylvania,19406,19406,"175 W. Valley, King of Prussia, Pennsylvania 19406",05/21/2016 to 11/19/2016,2016-05-21T00:00:00Z,2016-11-19T00:00:00Z,Sat: 9:00 AM-1:00 PM;,12/03/2016 to 05/06/2017,2016-12-03T00:00:00Z,2017-05-06T00:00:00Z,Sat: 10:00 AM-12:00 PM;,,,,,,,,,-75.371996,40.101459999999996,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,2016-06-27T16:55:14Z
1009375,Upper Northwoods Farmers Market ,http://www.livingfaithchurchwi.org/ministries/farmers-market/,,,,,,,,,1237 Wisconsin 40,,Exeland,Exeland,,,Wisconsin,54835,54835,,,,,,,,,,,,,,,,,,-91.2154,45.6804,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T01:00:00Z
1009276,Upper State Street Farm Market ,http://www.upperstatestreet.org/visit/,,,,,,,,,1010 State St,1010 State St,New Haven,New Haven,,,Connecticut,06511,06511,"1010 State St, New Haven, Connecticut 06511",,,,,,,,,,,,,,,,,-72.9093,41.316,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T01:00:00Z
1009500,Upstate Farmer's Market,,https://www.facebook.com/UpstateFarmersMarket,https://www.facebook.com/UpstateFarmersMarket,,,,,,,Upstate Golisano Children's Hospital/Upstate University Hospital at Community General,,Syracuse,Syracuse,,,New York,13210,13210,,,,,,,,,,,,,,,,,,-76.1262,43.0347,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T01:00:00Z
1010556,UpStreet Market Hudson ,,https://www.facebook.com/upstreetmarket,https://www.facebook.com/upstreetmarket,,,,,instagram @upstreetmarket,,,,Hudson ,Hudson,Columbia,Columbia,New York,12534,12534,,05/28/2014 to 11/19/2014,2014-05-28T00:00:00Z,2014-11-19T00:00:00Z,Wed: 4:00 PM-7:00 PM;,,,,,,,,,,,,,-73.782912,42.247401,,Y,Y,Y,Y,N,-,,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,2014-08-26T16:57:41Z
1000777,Upton Farmers Market,,,,,,,,,,Upton City Park,,Upton,Upton,Weston,Weston,Wyoming,82730,82730,,,,,,,,,,,,,,,,,,-104.624,44.1085,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1000731,Uptown Ankeny Farmers Market,http://www.uptownankeny.org,,,,,,,,,Corner of SW 3rd & SW Maple Street,,Ankeny,Ankeny,Polk,Polk,Iowa,50023,50023,,05/17/2014 to 09/27/2014,2014-05-17T00:00:00Z,2014-09-27T00:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,,,,,,,-93.608108,41.729882,Private business parking lot,N,Y,N,N,N,-,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-03-20T16:32:47Z
1002506,Uptown Chicago Farmers Market,,,,,,,,,,1145 W. Wilson (4600n-1145w) Truman College,1145 W. Wilson,Chicago,Chicago,Cook,Cook,Illinois,60640,60640,"1145 W. Wilson, Chicago, Illinois 60640",,,,,,,,,,,,,,,,,-87.65899999999999,41.9654,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1000234,Uptown Columbus Market Days,http://www.uptowncolumbusga.com,,,,,,,,,Broadway,,Columbus,Columbus,Muscogee,Muscogee,Georgia,31901,31901,,04/05/2013 to 11/30/2013,2013-04-05T00:00:00Z,2013-11-30T00:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,,,,,,,-84.993217,32.46654,Other,N,N,N,N,N,-,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,2013-07-11T16:19:57Z
1002565,Uptown Farmers Market,http://www.uptownwatertown.com,,,,,,,,,East Camp Ave.,,Watertown,Watertown,Codington,Codington,South Dakota,57201,57201,,,,,,,,,,,,,,,,,,-97.1145,44.9005,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1010904,Uptown Farmers Market,http://www.uptown23rd.com,,,,,,,,,NW 23rd and Walker,,Oklahoma City,Oklahoma City,Oklahoma,Oklahoma,Oklahoma,73106,73106,,05/31/2015 to 10/25/2015,2015-05-31T00:00:00Z,2015-10-25T00:00:00Z,Sun: 11:00 AM-4:00 PM;,,,,,,,,,,,,,-97.5210505,35.4932364,,Y,N,N,N,Y,-,,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,2015-03-11T13:41:39Z
